$mon,$osd,$driver,$worker,$read,$write,$container,$object,$size,$<throughput-write
1,8,1,8,75,25,64,1024,2,18.6793333333
1,8,1,8,75,25,64,1024,1,17.8583606557
1,8,1,8,75,25,64,1024,0,33.6638333333
1,10,4,32,75,25,64,1024,3,79.55
1,8,4,4,10,90,64,1024,3,43.93
1,10,4,32,75,25,64,1024,0,66.9293333333
1,8,1,2,90,10,64,1024,3,9.009
1,6,1,1,25,75,64,1024,3,16.4273333333
1,6,1,8,0,100,64,1024,0,36.6573333333
1,6,2,8,90,10,64,1024,3,24.41
1,4,1,8,90,10,64,1024,2,5.9153333333
1,4,1,8,90,10,64,1024,3,13.5368333333
1,4,1,8,90,10,64,1024,0,12.0276666667
1,4,1,8,90,10,64,1024,1,5.9796721311
1,10,4,16,50,50,64,1024,3,66.4759016393
1,6,4,32,50,50,64,1024,3,52.7551666667
1,6,4,32,50,50,64,1024,2,25.3380327869
1,6,4,32,50,50,64,1024,1,25.6608196721
1,6,4,32,50,50,64,1024,0,48.566557377
1,6,2,2,90,10,64,1024,3,10.266
1,4,2,16,50,50,64,1024,1,15.6196721311
1,4,2,16,10,90,64,1024,1,19.4775409836
1,4,2,16,10,90,64,1024,0,27.4696721311
1,4,2,16,10,90,64,1024,3,33.0318333333
1,4,2,16,10,90,64,1024,2,16.0318032787
1,10,1,8,25,75,64,1024,3,67.3601639344
1,10,1,8,25,75,64,1024,2,35.8247540984
1,10,1,8,25,75,64,1024,1,33.1762295082
1,10,1,8,25,75,64,1024,0,51.3178333333
1,8,4,16,0,100,64,1024,3,62.4136666667
1,8,4,16,10,90,64,1024,3,64.4211666667
1,8,2,8,10,90,64,1024,3,54.222
1,10,2,2,0,100,64,1024,3,34.4723333333
1,4,2,2,10,90,64,1024,3,23.4285
1,8,2,16,25,75,64,1024,2,31.9933333333
1,8,2,16,25,75,64,1024,3,56.0195081967
1,8,2,16,25,75,64,1024,0,60.4021311475
1,10,1,4,90,10,64,1024,3,17.6595
1,6,2,2,10,90,64,1024,3,26.254
1,4,2,2,90,10,64,1024,3,7.3691666667
1,8,1,4,10,90,64,1024,3,44.8448333333
1,10,1,4,25,75,64,1024,3,50.7568852459
1,10,2,4,0,100,64,1024,3,49.2727868852
1,10,2,4,50,50,64,1024,3,44.4766666667
1,6,4,16,75,25,64,1024,3,43.1224590164
1,10,4,4,90,10,64,1024,3,20.4245
1,8,2,4,50,50,64,1024,3,38.1932786885
1,4,2,8,0,100,64,1024,3,27.9196721311
1,4,2,4,25,75,64,1024,3,25.6660655738
1,10,2,8,0,100,64,1024,3,62.3921666667
1,8,4,32,0,100,64,1024,2,34.6937704918
1,8,4,32,0,100,64,1024,3,73.4875
1,8,4,32,0,100,64,1024,0,61.9381967213
1,8,4,32,0,100,64,1024,1,38.2381967213
1,8,4,16,75,25,64,1024,3,54.2718333333
1,4,4,8,25,75,64,1024,3,30.943
1,10,4,4,10,90,64,1024,3,46.7586885246
1,6,2,8,0,100,64,1024,3,39.2742622951
1,8,1,2,50,50,64,1024,3,25.4315
1,8,1,2,75,25,64,1024,3,18.3578333333
1,8,1,1,25,75,64,1024,3,17.6833333333
1,6,1,8,75,25,64,1024,0,29.9126229508
1,6,1,8,50,50,64,1024,2,20.3861666667
1,6,4,16,0,100,64,1024,3,48.6116666667
1,10,2,2,50,50,64,1024,3,29.0873333333
1,4,2,8,90,10,64,1024,3,16.6746666667
1,6,2,4,0,100,64,1024,3,36.8778333333
1,6,1,2,90,10,64,1024,3,8.4761666667
1,6,4,32,75,25,64,1024,2,21.0190163934
1,6,4,32,75,25,64,1024,3,47.9655737705
1,6,4,32,75,25,64,1024,0,46.9147540984
1,6,4,32,75,25,64,1024,1,24.4324590164
1,6,1,4,0,100,64,1024,3,35.9968852459
1,10,2,2,90,10,64,1024,3,12.9141666667
1,8,2,2,90,10,64,1024,3,11.4
1,6,1,1,10,90,64,1024,3,18.0006666667
1,8,2,2,0,100,64,1024,3,31.8706666667
1,6,1,8,10,90,64,1024,0,37.0195081967
1,6,1,8,10,90,64,1024,1,22.8672131148
1,6,1,2,25,75,64,1024,3,24.8801666667
1,8,4,32,90,10,64,1024,3,56.5156666667
1,6,1,1,75,25,64,1024,3,8.6046666667
1,6,1,8,10,90,64,1024,3,38.7136065574
1,6,1,4,25,75,64,1024,3,36.178852459
1,6,4,8,75,25,64,1024,3,35.1208196721
1,4,4,32,75,25,64,1024,0,26.612295082
1,10,1,8,10,90,64,1024,1,33.2970491803
1,10,1,8,10,90,64,1024,2,37.5861666667
1,8,4,8,25,75,64,1024,3,52.1553333333
1,10,4,4,50,50,64,1024,3,43.2448333333
1,6,2,8,25,75,64,1024,3,39.6375409836
1,8,4,8,75,25,64,1024,3,42.4613114754
1,10,4,16,10,90,64,1024,3,70.6663934426
1,4,4,32,0,100,64,1024,3,31.9278333333
1,6,2,16,75,25,64,1024,2,18.7688333333
1,6,2,16,75,25,64,1024,3,42.3627868852
1,6,2,16,75,25,64,1024,0,42.5775409836
1,6,2,16,75,25,64,1024,1,20.491
1,6,4,16,10,90,64,1024,3,49.2845
1,10,1,8,50,50,64,1024,0,49.532295082
1,10,1,8,50,50,64,1024,1,31.3995
1,10,1,8,50,50,64,1024,2,32.3073770492
1,10,1,8,50,50,64,1024,3,60.1681967213
1,4,1,8,10,90,64,1024,2,15.847
1,4,1,8,10,90,64,1024,3,32.1509836066
1,6,1,2,0,100,64,1024,3,26.7745
1,4,1,8,10,90,64,1024,1,17.4791666667
1,6,1,4,90,10,64,1024,3,13.976
1,8,1,1,90,10,64,1024,3,4.3175
1,4,1,4,90,10,64,1024,3,9.7321666667
1,10,1,8,90,10,64,1024,1,10.6028333333
1,8,2,2,75,25,64,1024,3,20.0515
1,6,2,16,90,10,64,1024,0,28.292
1,4,4,32,10,90,64,1024,1,20.3363934426
1,4,4,32,10,90,64,1024,0,31.2011666667
1,4,4,32,10,90,64,1024,3,31.2370491803
1,4,4,32,10,90,64,1024,2,16.9129508197
1,6,4,32,0,100,64,1024,0,43.4262295082
1,6,1,4,50,50,64,1024,3,30.6257377049
1,6,1,2,50,50,64,1024,3,22.062
1,6,4,8,10,90,64,1024,3,41.8758333333
1,6,4,4,0,100,64,1024,3,37.2911666667
1,4,1,1,0,100,64,1024,3,15.1121666667
1,8,1,8,90,10,64,1024,2,9.7106666667
1,8,1,8,90,10,64,1024,3,21.0538333333
1,8,1,8,90,10,64,1024,0,18.7793442623
1,8,1,8,90,10,64,1024,1,9.4023333333
1,6,4,8,0,100,64,1024,3,45.0603278689
1,10,1,1,10,90,64,1024,3,21.094
1,8,4,4,90,10,64,1024,3,21.0128333333
1,8,4,4,0,100,64,1024,3,42.874
1,8,2,4,75,25,64,1024,3,30.8675
1,6,1,1,0,100,64,1024,3,18.5993333333
1,8,1,8,10,90,64,1024,2,28.4513114754
1,8,1,8,10,90,64,1024,3,53.891147541
1,8,1,8,10,90,64,1024,0,49.1663333333
1,8,1,8,10,90,64,1024,1,29.6668333333
1,4,2,2,25,75,64,1024,3,20.241147541
1,8,2,8,75,25,64,1024,3,42.7773770492
1,6,1,2,75,25,64,1024,3,15.953
1,4,2,2,75,25,64,1024,3,12.8442622951
1,4,1,1,50,50,64,1024,3,12.0628333333
1,4,2,4,10,90,64,1024,3,29.8065
1,4,1,1,10,90,64,1024,3,15.4024590164
1,4,2,4,0,100,64,1024,3,25.6731147541
1,4,1,2,90,10,64,1024,3,6.6056666667
1,8,2,16,75,25,64,1024,0,48.9072131148
1,8,2,16,75,25,64,1024,1,25.2513114754
1,8,2,16,75,25,64,1024,2,24.9781967213
1,8,2,16,75,25,64,1024,3,52.514
1,4,4,8,90,10,64,1024,3,17.2206666667
1,10,1,8,75,25,64,1024,1,21.2533333333
1,10,4,8,0,100,64,1024,3,61.8568333333
1,10,1,8,75,25,64,1024,3,42.1491666667
1,10,1,8,75,25,64,1024,2,21.8281666667
1,4,2,16,75,25,64,1024,0,24.0183606557
1,4,2,16,75,25,64,1024,1,12.03
1,4,2,16,75,25,64,1024,2,12.0355
1,4,2,16,75,25,64,1024,3,26.4766666667
1,4,2,8,50,50,64,1024,3,26.63
1,10,4,32,90,10,64,1024,3,60.4991803279
1,10,1,1,0,100,64,1024,3,22.135
1,10,4,32,90,10,64,1024,1,27.6778333333
1,10,4,32,90,10,64,1024,0,56.5278688525
1,6,2,4,75,25,64,1024,3,26.4266666667
1,10,2,8,90,10,64,1024,3,30.3653333333
1,6,4,32,90,10,64,1024,3,45.2480327869
1,6,4,32,90,10,64,1024,2,14.0195
1,6,4,32,90,10,64,1024,1,16.9508196721
1,6,4,32,90,10,64,1024,0,39.657704918
1,8,4,4,75,25,64,1024,3,33.3424590164
1,6,2,8,10,90,64,1024,3,40.1771666667
1,10,4,32,10,90,64,1024,3,88.136
1,10,4,32,10,90,64,1024,2,45.3336065574
1,10,4,32,10,90,64,1024,1,45.2104918033
1,10,4,32,10,90,64,1024,0,66.0198360656
1,8,2,4,10,90,64,1024,3,42.7073333333
1,8,4,8,50,50,64,1024,3,50.9231147541
1,10,2,2,75,25,64,1024,3,21.9373333333
1,8,4,32,50,50,64,1024,1,37.1939344262
1,8,4,32,50,50,64,1024,0,62.6411666667
1,8,4,32,50,50,64,1024,3,65.7496666667
1,8,4,32,50,50,64,1024,2,33.5998360656
1,6,2,8,75,25,64,1024,3,36.159
1,8,1,1,0,100,64,1024,3,20.7316666667
1,4,2,16,25,75,64,1024,2,15.9593442623
1,4,2,16,25,75,64,1024,3,31.7904918033
1,4,2,16,25,75,64,1024,0,25.9275409836
1,4,2,16,25,75,64,1024,1,18.9337704918
1,10,4,8,10,90,64,1024,3,62.47
1,8,2,8,50,50,64,1024,3,50.1541666667
1,6,4,32,10,90,64,1024,3,53.1083606557
1,6,4,32,10,90,64,1024,2,26.3319672131
1,6,4,32,10,90,64,1024,1,30.686
1,6,4,32,10,90,64,1024,0,48.9229508197
1,6,4,4,25,75,64,1024,3,35.434
1,4,4,4,50,50,64,1024,3,24.8995
1,6,4,16,90,10,64,1024,3,36.3239344262
1,4,4,16,10,90,64,1024,3,30.72
1,8,4,32,90,10,64,1024,1,23.52
1,8,4,32,90,10,64,1024,0,49.248852459
1,6,1,8,10,90,64,1024,2,24.209
1,10,1,4,50,50,64,1024,3,42.61
1,10,1,2,90,10,64,1024,3,10.0831666667
1,6,2,16,90,10,64,1024,3,31.1966666667
1,6,2,16,90,10,64,1024,2,11.4113333333
1,6,2,16,90,10,64,1024,1,11.7778688525
1,10,4,16,0,100,64,1024,3,71.7286666667
1,10,4,16,90,10,64,1024,3,48.0635
1,8,1,4,50,50,64,1024,3,38.3065
1,6,2,8,50,50,64,1024,3,39.8524590164
1,10,1,8,75,25,64,1024,0,38.5568333333
1,4,1,8,0,100,64,1024,1,16.437
1,4,1,8,0,100,64,1024,0,24.836
1,4,1,8,0,100,64,1024,3,30.6918032787
1,4,1,8,0,100,64,1024,2,14.3685245902
1,6,4,4,50,50,64,1024,3,33.9211666667
1,4,4,32,50,50,64,1024,2,15.7401639344
1,6,2,2,0,100,64,1024,3,27.1723333333
1,4,1,2,25,75,64,1024,3,18.7413333333
1,6,4,4,75,25,64,1024,3,27.1208333333
1,8,2,16,10,90,64,1024,1,35.0093442623
1,8,2,16,10,90,64,1024,0,60.4721311475
1,8,2,16,10,90,64,1024,3,64.5815
1,8,2,16,10,90,64,1024,2,34.5108333333
1,8,2,4,25,75,64,1024,3,40.4746666667
1,4,1,2,75,25,64,1024,3,11.5945901639
1,8,1,4,0,100,64,1024,3,41.5301666667
1,4,2,2,50,50,64,1024,3,18.1323333333
1,10,1,1,90,10,64,1024,3,4.6766666667
1,4,4,16,90,10,64,1024,3,21.4091803279
1,10,4,32,90,10,64,1024,2,28.9768852459
1,6,1,8,90,10,64,1024,0,16.39
1,6,1,8,90,10,64,1024,1,7.8961666667
1,6,1,8,90,10,64,1024,2,8.1665
1,6,1,8,90,10,64,1024,3,18.2554098361
1,4,2,8,75,25,64,1024,3,25.429
1,8,1,1,75,25,64,1024,3,8.736
1,8,4,32,75,25,64,1024,0,58.2655737705
1,8,4,32,75,25,64,1024,1,32.5942622951
1,8,4,32,75,25,64,1024,2,29.8318032787
1,10,1,8,10,90,64,1024,0,57.7133333333
1,4,1,4,75,25,64,1024,3,17.3408333333
1,8,4,4,50,50,64,1024,3,38.8395081967
1,10,1,4,0,100,64,1024,3,50.3193333333
1,10,2,8,50,50,64,1024,3,57.1636065574
1,10,4,4,0,100,64,1024,3,50.0911666667
1,8,2,8,90,10,64,1024,3,28.7103278689
1,6,1,1,90,10,64,1024,3,3.9736666667
1,10,4,16,75,25,64,1024,3,64.4341666667
1,6,2,2,25,75,64,1024,3,25.4421311475
1,4,2,4,75,25,64,1024,3,18.8898333333
1,10,4,4,25,75,64,1024,3,46.3513114754
1,10,1,2,25,75,64,1024,3,33.0968333333
1,10,1,8,10,90,64,1024,3,69.5895
1,4,1,8,75,25,64,1024,3,21.5101639344
1,4,1,8,75,25,64,1024,2,10.2911666667
1,4,1,8,75,25,64,1024,1,10.4766666667
1,4,1,8,75,25,64,1024,0,17.8063934426
1,6,4,8,25,75,64,1024,3,42.684
1,6,4,16,25,75,64,1024,3,49.8367213115
1,4,4,16,0,100,64,1024,3,29.6891803279
1,10,1,8,90,10,64,1024,0,20.9825
1,10,1,2,10,90,64,1024,3,35.343
1,10,1,8,90,10,64,1024,2,10.7268333333
1,10,1,8,90,10,64,1024,3,22.5086666667
1,4,1,1,25,75,64,1024,3,14.026
1,6,1,8,0,100,64,1024,3,41.2006666667
1,6,1,8,0,100,64,1024,2,23.9218333333
1,6,1,8,0,100,64,1024,1,23.8081967213
1,8,2,4,0,100,64,1024,3,44.4893333333
1,8,2,16,0,100,64,1024,2,32.5937704918
1,8,2,16,0,100,64,1024,3,56.4486885246
1,8,2,16,0,100,64,1024,0,52.3861666667
1,8,2,16,0,100,64,1024,1,33.6390163934
1,10,2,4,90,10,64,1024,3,21.5408333333
1,10,1,1,25,75,64,1024,3,19.13
1,8,4,32,90,10,64,1024,2,20.2793442623
1,6,4,32,0,100,64,1024,1,26.3157377049
1,6,2,2,50,50,64,1024,3,21.7765
1,10,4,8,75,25,64,1024,3,49.6809836066
1,6,4,16,50,50,64,1024,3,49.9898360656
1,6,2,2,75,25,64,1024,3,17.4333333333
1,10,2,16,0,100,64,1024,0,65.2446666667
1,10,2,16,0,100,64,1024,1,38.6893442623
1,10,2,16,0,100,64,1024,2,42.5055
1,10,2,16,0,100,64,1024,3,72.9711666667
1,8,2,2,25,75,64,1024,3,30.5418333333
1,10,4,32,75,25,64,1024,2,40.0303278689
1,10,1,4,10,90,64,1024,3,51.7298333333
1,6,2,4,90,10,64,1024,3,17.1683333333
1,4,2,8,10,90,64,1024,3,30.827
1,10,2,4,75,25,64,1024,3,33.1903278689
1,4,1,1,90,10,64,1024,3,3.5536666667
1,6,1,4,75,25,64,1024,3,25.3216666667
1,10,2,8,75,25,64,1024,3,47.8503333333
1,10,4,8,25,75,64,1024,3,60.3696666667
1,10,1,2,75,25,64,1024,3,20.1091666667
1,6,2,16,50,50,64,1024,3,44.3301639344
1,6,2,16,50,50,64,1024,2,22.5536065574
1,6,2,16,50,50,64,1024,1,23.9762295082
1,6,2,16,50,50,64,1024,0,44.5938333333
1,4,4,4,25,75,64,1024,3,27.1498360656
1,10,2,16,25,75,64,1024,0,65.2685245902
1,10,2,16,25,75,64,1024,1,41.3080327869
1,10,2,16,25,75,64,1024,2,41.066557377
1,10,2,16,25,75,64,1024,3,71.1475
1,4,2,4,50,50,64,1024,3,24.5198333333
1,4,4,4,0,100,64,1024,3,27.7858333333
1,6,1,2,10,90,64,1024,3,26.7316393443
1,6,2,16,0,100,64,1024,0,47.3621666667
1,6,2,16,0,100,64,1024,1,25.8347540984
1,6,2,16,0,100,64,1024,2,25.2501639344
1,6,2,16,0,100,64,1024,3,46.6691666667
1,10,4,32,0,100,64,1024,0,70.2829508197
1,8,2,16,90,10,64,1024,1,15.3581666667
1,8,2,16,90,10,64,1024,0,34.61
1,8,2,16,90,10,64,1024,3,36.5073333333
1,8,2,16,90,10,64,1024,2,15.7315
1,6,2,16,25,75,64,1024,0,45.8083333333
1,6,2,16,25,75,64,1024,1,24.2080327869
1,6,2,16,25,75,64,1024,2,24.4726229508
1,6,2,16,25,75,64,1024,3,45.3841666667
1,8,2,16,25,75,64,1024,1,34.2513114754
1,10,1,2,50,50,64,1024,3,29.2851666667
1,10,4,8,90,10,64,1024,3,33.4929508197
1,8,1,1,10,90,64,1024,3,19.928
1,10,4,32,0,100,64,1024,1,46.6629508197
1,10,4,32,0,100,64,1024,2,45.5390163934
1,10,4,32,0,100,64,1024,3,87.9409836066
1,4,1,4,0,100,64,1024,3,26.4575409836
1,4,1,2,10,90,64,1024,3,22.8558333333
1,4,4,32,90,10,64,1024,1,10.6263934426
1,4,4,32,90,10,64,1024,0,24.3188333333
1,4,4,32,90,10,64,1024,3,25.7391803279
1,4,4,32,90,10,64,1024,2,8.1495081967
1,4,4,16,25,75,64,1024,3,33.8491666667
1,8,2,2,50,50,64,1024,3,25.5425
1,6,1,8,25,75,64,1024,3,42.3138333333
1,6,1,8,25,75,64,1024,2,21.459
1,6,1,8,25,75,64,1024,1,22.8103333333
1,6,1,8,25,75,64,1024,0,36.6
1,4,4,32,25,75,64,1024,2,16.3747540984
1,4,4,32,25,75,64,1024,3,33.1671666667
1,4,4,32,25,75,64,1024,0,33.1842622951
1,4,4,32,25,75,64,1024,1,21.1240983607
1,10,2,16,10,90,64,1024,3,67.8735
1,10,2,2,25,75,64,1024,3,33.232295082
1,10,2,16,10,90,64,1024,1,39.312295082
1,10,2,16,10,90,64,1024,0,67.3419672131
1,8,4,16,50,50,64,1024,3,57.8668852459
1,10,2,16,75,25,64,1024,2,33.7306666667
1,8,2,2,10,90,64,1024,3,30.9170491803
1,10,2,16,75,25,64,1024,0,55.0144262295
1,10,2,16,75,25,64,1024,1,32.1127868852
1,8,1,8,0,100,64,1024,1,29.511147541
1,8,1,8,0,100,64,1024,0,46.8185245902
1,8,1,8,0,100,64,1024,3,57.0908333333
1,8,1,8,0,100,64,1024,2,29.3262295082
1,8,4,4,25,75,64,1024,3,45.1118333333
1,8,1,8,25,75,64,1024,1,26.9113333333
1,8,1,8,25,75,64,1024,0,48.4096666667
1,8,1,8,25,75,64,1024,3,56.5572131148
1,8,1,8,25,75,64,1024,2,26.3229508197
1,4,2,8,25,75,64,1024,3,27.5986885246
1,8,4,8,0,100,64,1024,3,52.0229508197
1,8,1,1,50,50,64,1024,3,14.0301666667
1,10,2,2,10,90,64,1024,3,34.7893333333
1,10,4,32,25,75,64,1024,2,44.8375409836
1,4,2,16,50,50,64,1024,0,26.3047540984
1,4,2,16,50,50,64,1024,3,29.5560655738
1,4,2,16,50,50,64,1024,2,14.6238333333
1,10,2,4,25,75,64,1024,3,46.6028333333
1,4,4,8,50,50,64,1024,3,27.7186666667
1,4,4,8,0,100,64,1024,3,26.9791803279
1,4,4,16,50,50,64,1024,3,31.3637704918
1,6,1,8,50,50,64,1024,0,31.5832786885
1,6,1,8,50,50,64,1024,1,18.8191666667
1,10,1,4,75,25,64,1024,3,32.1876666667
1,6,1,8,50,50,64,1024,3,38.4191803279
1,6,4,32,25,75,64,1024,0,50.019
1,6,4,32,25,75,64,1024,1,27.1704918033
1,6,4,32,25,75,64,1024,2,27.2214754098
1,6,4,32,25,75,64,1024,3,51.2025
1,6,2,4,50,50,64,1024,3,33.5542622951
1,6,1,1,50,50,64,1024,3,12.8465
1,8,4,32,10,90,64,1024,1,39.9945901639
1,8,4,32,10,90,64,1024,0,60.27
1,8,4,32,10,90,64,1024,3,66.831147541
1,8,4,32,10,90,64,1024,2,35.1472131148
1,4,4,32,0,100,64,1024,2,17.4085245902
1,4,1,8,10,90,64,1024,0,25.2142622951
1,4,4,32,0,100,64,1024,0,34.349
1,4,4,32,0,100,64,1024,1,20.8640983607
1,8,4,32,75,25,64,1024,3,62.9038333333
1,8,1,4,75,25,64,1024,3,28.2575
1,4,4,4,75,25,64,1024,3,20.2124590164
1,6,4,32,0,100,64,1024,2,27.142295082
1,6,4,32,0,100,64,1024,3,50.593442623
1,8,4,32,25,75,64,1024,2,36.2491803279
1,8,4,32,25,75,64,1024,3,69.1090322581
1,8,4,32,25,75,64,1024,0,61.2245
1,8,4,32,25,75,64,1024,1,38.9436065574
1,4,1,8,50,50,64,1024,2,13.4901639344
1,4,1,8,50,50,64,1024,3,26.1236666667
1,4,1,8,50,50,64,1024,0,23.5296666667
1,4,1,8,50,50,64,1024,1,13.0118032787
1,4,4,4,10,90,64,1024,3,27.8628333333
1,4,2,4,90,10,64,1024,3,11.2655
1,4,1,2,0,100,64,1024,3,20.5404918033
1,10,4,8,50,50,64,1024,3,59.2443333333
1,10,4,4,75,25,64,1024,3,32.625
1,10,2,16,90,10,64,1024,3,40.2226666667
1,10,2,16,90,10,64,1024,2,18.5133333333
1,10,2,16,90,10,64,1024,1,18.9116393443
1,10,2,16,90,10,64,1024,0,37.2552459016
1,6,2,4,25,75,64,1024,3,34.1001666667
1,4,4,32,50,50,64,1024,1,18.9854098361
1,4,4,32,50,50,64,1024,0,32.0548333333
1,4,4,32,50,50,64,1024,3,31.8627868852
1,8,1,2,10,90,64,1024,3,31.4495081967
1,8,1,4,25,75,64,1024,3,41.6798333333
1,4,1,4,10,90,64,1024,3,24.7819672131
1,8,1,2,25,75,64,1024,3,28.3071666667
1,4,1,2,50,50,64,1024,3,17.6746666667
1,4,1,1,75,25,64,1024,3,7.2216666667
1,8,2,8,25,75,64,1024,3,49.4254098361
1,6,1,4,10,90,64,1024,3,34.5008333333
1,8,4,16,25,75,64,1024,3,65.0866666667
1,10,1,8,0,100,64,1024,3,71.6906666667
1,10,1,8,0,100,64,1024,2,36.1288333333
1,10,1,8,0,100,64,1024,1,33.8801639344
1,10,1,8,0,100,64,1024,0,57.9762295082
1,4,2,16,0,100,64,1024,2,16.0445901639
1,4,2,16,0,100,64,1024,3,30.8521311475
1,4,2,16,0,100,64,1024,0,27.1723333333
1,4,2,16,0,100,64,1024,1,18.4385
1,4,4,4,90,10,64,1024,3,11.9335
1,10,2,16,10,90,64,1024,2,41.0085245902
1,8,4,16,90,10,64,1024,3,44.6441666667
1,4,4,32,75,25,64,1024,1,16.0124590164
1,4,4,32,75,25,64,1024,2,13.073442623
1,4,4,32,75,25,64,1024,3,31.012
1,10,4,32,25,75,64,1024,0,76.3832786885
1,10,4,32,25,75,64,1024,1,46.7668852459
1,4,2,2,0,100,64,1024,3,21.4445
1,10,4,32,25,75,64,1024,3,86.7672131148
1,8,1,4,90,10,64,1024,3,15.9804918033
1,10,2,8,10,90,64,1024,3,62.1625
1,8,1,2,0,100,64,1024,3,30.6081666667
1,8,2,4,90,10,64,1024,3,19.6378333333
1,10,2,8,25,75,64,1024,3,57.3368852459
1,10,2,4,10,90,64,1024,3,48.6993442623
