1,10,4,16,50,50,64,1024,0,1111.5604166667
1,10,4,16,50,50,64,1024,0,1096.1104166667

1,8,4,16,25,75,64,1024,0,382.4
1,8,4,16,25,75,64,1024,0,386.5225

1,10,4,16,75,25,64,1024,2,1854.2125
1,10,4,16,75,25,64,1024,2,1842.1216666667

1,10,4,16,100,0,64,1024,0,3900.8283333333
1,10,4,16,100,0,64,1024,0,3910.7658333333

1,8,4,16,0,100,64,1024,2,0
1,8,4,16,0,100,64,1024,2,0

1,10,4,16,50,50,64,1024,2,791.6766666667
1,10,4,16,50,50,64,1024,2,801.62375

1,8,4,16,50,50,64,1024,2,716.1066666667
1,8,4,16,50,50,64,1024,2,708.0845833333

1,8,4,16,100,0,64,1024,0,3884.4170833333
1,8,4,16,100,0,64,1024,0,3901.7345833333

1,8,4,16,75,25,64,1024,2,1781.1233333333
1,8,4,16,75,25,64,1024,2,1755.2491666667

1,8,4,16,25,75,64,1024,2,255.6225
1,8,4,16,25,75,64,1024,2,253.2729166667

1,10,4,16,25,75,64,1024,2,286.8629166667
1,10,4,16,25,75,64,1024,2,284.4979166667

1,8,4,16,50,50,64,1024,0,1041.07125
1,8,4,16,50,50,64,1024,0,1036.4541666667

1,10,4,16,25,75,64,1024,0,417.3216666667
1,10,4,16,25,75,64,1024,0,419.9458333333

