$mon,$osd,$driver,$worker,$read,$write,$container,$object,$size,$<op-write
0.0,0.07692,1.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.87263
0.0,0.0,0.33333,0.22581,0.75,0.25,0.0,0.0,0.0,0.476
0.0,0.23077,1.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.94017
0.0,1.0,0.33333,0.03226,0.75,0.25,0.0,0.0,0.0,0.21616
0.0,0.0,0.33333,0.03226,0.5,0.5,0.0,0.0,0.0,0.29673
0.0,0.0,0.0,0.03226,0.9,0.1,0.0,0.0,0.0,0.0713
0.0,0.0,1.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.86866
0.0,0.23077,1.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.8237
0.0,1.0,0.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.93401
0.0,0.07692,1.0,1.0,0.75,0.25,0.0,0.0,0.0,0.91391
0.0,1.0,0.0,0.03226,0.9,0.1,0.0,0.0,0.0,0.07094
0.0,0.15385,0.33333,0.09677,0.5,0.5,0.0,0.0,0.0,0.73195
0.0,0.23077,1.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.86215
0.0,0.0,0.33333,0.09677,0.75,0.25,0.0,0.0,0.0,0.29588
0.0,0.15385,0.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.33347
0.0,0.07692,0.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.91199
0.0,1.0,1.0,1.0,0.1,0.9,0.0,0.0,0.0,0.92937
0.0,0.07692,0.33333,0.22581,0.9,0.1,0.0,0.0,0.0,0.35323
0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.17141
0.0,0.61538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.15385,1.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.86541
0.0,0.07692,1.0,0.48387,0.9,0.1,0.0,0.0,0.0,0.62928
0.0,0.15385,1.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.95455
0.0,1.0,1.0,1.0,0.75,0.25,0.0,0.0,0.0,0.91001
0.0,0.0,1.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.87638
0.0,0.23077,1.0,0.48387,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.61538,0.33333,0.48387,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.15385,0.33333,0.48387,0.0,1.0,0.0,0.0,0.0,0.98541
0.0,0.23077,0.33333,0.09677,0.9,0.1,0.0,0.0,0.0,0.2876
0.0,0.61538,0.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.24604
0.0,1.0,0.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.8436
0.0,1.0,1.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.21446
0.0,0.61538,0.33333,0.48387,0.0,1.0,0.0,0.0,0.0,0.97656
0.0,0.07692,0.0,0.03226,0.1,0.9,0.0,0.0,0.0,0.54758
0.0,0.61538,0.33333,0.03226,0.9,0.1,0.0,0.0,0.0,0.08956
0.0,0.61538,1.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.73839
0.0,0.61538,0.33333,0.48387,0.5,0.5,0.0,0.0,0.0,0.9189
0.0,0.07692,1.0,0.48387,0.75,0.25,0.0,0.0,0.0,0.87829
0.0,0.23077,1.0,0.48387,0.9,0.1,0.0,0.0,0.0,0.73669
0.0,0.23077,0.0,0.03226,0.5,0.5,0.0,0.0,0.0,0.39486
0.0,0.23077,0.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.85875
0.0,0.61538,1.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.96885
0.0,0.23077,0.33333,0.22581,0.0,1.0,0.0,0.0,0.0,0.97196
0.0,0.0,0.0,0.03226,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.03226,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.23077,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.97685
0.0,0.0,1.0,1.0,0.9,0.1,0.0,0.0,0.0,0.48393
0.0,0.07692,0.33333,0.03226,0.5,0.5,0.0,0.0,0.0,0.37808
0.0,0.07692,0.33333,0.09677,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.85883
0.0,0.15385,0.33333,0.03226,0.25,0.75,0.0,0.0,0.0,0.53073
0.0,0.07692,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.32909
0.0,0.07692,0.33333,0.22581,0.1,0.9,0.0,0.0,0.0,0.9309
0.0,1.0,1.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.38608
0.0,0.07692,0.33333,0.03226,0.25,0.75,0.0,0.0,0.0,0.5097
0.0,0.15385,0.0,0.03226,0.1,0.9,0.0,0.0,0.0,0.57144
0.0,0.61538,0.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.71347
0.0,0.15385,0.33333,0.09677,0.0,1.0,0.0,0.0,0.0,0.89946
0.0,0.23077,1.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.83532
0.0,0.07692,1.0,1.0,0.9,0.1,0.0,0.0,0.0,0.86456
0.0,0.07692,0.0,0.03226,0.5,0.5,0.0,0.0,0.0,0.33617
0.0,0.23077,0.33333,0.09677,0.75,0.25,0.0,0.0,0.0,0.53356
0.0,0.0,0.33333,0.22581,0.1,0.9,0.0,0.0,0.0,0.86272
0.0,0.0,0.33333,0.09677,0.25,0.75,0.0,0.0,0.0,0.74009
0.0,0.07692,0.33333,0.09677,0.25,0.75,0.0,0.0,0.0,0.79928
0.0,0.61538,0.0,0.03226,0.9,0.1,0.0,0.0,0.0,0.06648
0.0,0.07692,0.33333,0.03226,0.1,0.9,0.0,0.0,0.0,0.57965
0.0,0.0,1.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.7134
0.0,0.0,0.0,0.03226,0.5,0.5,0.0,0.0,0.0,0.30409
0.0,0.15385,1.0,1.0,0.75,0.25,0.0,0.0,0.0,0.93607
0.0,0.61538,0.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.55021
0.0,0.23077,0.33333,0.03226,0.0,1.0,0.0,0.0,0.0,0.61215
0.0,0.23077,1.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07692,0.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.9835
0.0,0.23077,0.33333,0.48387,0.75,0.25,0.0,0.0,0.0,0.93345
0.0,0.0,1.0,0.48387,0.1,0.9,0.0,0.0,0.0,0.85697
0.0,0.61538,0.33333,0.22581,0.1,0.9,0.0,0.0,0.0,0.95547
0.0,0.15385,0.0,0.03226,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.13424
0.0,0.61538,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.61538,0.33333,0.03226,0.75,0.25,0.0,0.0,0.0,0.19874
0.0,0.07692,0.0,0.03226,0.9,0.1,0.0,0.0,0.0,0.08638
0.0,0.23077,0.33333,0.09677,0.25,0.75,0.0,0.0,0.0,0.8402
0.0,0.23077,0.33333,0.22581,0.5,0.5,0.0,0.0,0.0,0.94962
0.0,0.07692,0.33333,0.48387,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.23077,0.33333,0.09677,0.5,0.5,0.0,0.0,0.0,0.75779
0.0,0.0,0.33333,0.03226,0.75,0.25,0.0,0.0,0.0,0.17007
0.0,0.0,0.33333,0.03226,0.0,1.0,0.0,0.0,0.0,0.64628
0.0,0.23077,1.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.87419
0.0,0.07692,1.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.97125
0.0,0.0,0.33333,0.09677,0.9,0.1,0.0,0.0,0.0,0.13828
0.0,0.23077,0.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.71014
0.0,0.07692,0.33333,0.09677,0.75,0.25,0.0,0.0,0.0,0.42042
0.0,0.0,0.0,0.03226,0.25,0.75,0.0,0.0,0.0,0.4527
0.0,0.15385,0.33333,0.48387,0.5,0.5,0.0,0.0,0.0,0.98322
0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.03993
0.0,0.07692,1.0,1.0,0.1,0.9,0.0,0.0,0.0,0.96736
0.0,0.15385,0.33333,0.48387,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.03226,0.5,0.5,0.0,0.0,0.0,0.28774
0.0,0.15385,0.33333,0.03226,0.0,1.0,0.0,0.0,0.0,0.62489
0.0,0.0,0.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.65626
0.0,1.0,0.33333,0.22581,0.1,0.9,0.0,0.0,0.0,0.94909
0.0,0.61538,1.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.20943
0.0,0.61538,0.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.9324
0.0,0.15385,1.0,0.48387,0.9,0.1,0.0,0.0,0.0,0.72564
0.0,1.0,0.0,0.03226,0.25,0.75,0.0,0.0,0.0,0.42403
0.0,1.0,1.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.76607
0.0,0.23077,1.0,1.0,0.75,0.25,0.0,0.0,0.0,0.96147
0.0,0.07692,1.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.15385,0.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.81677
0.0,0.0,1.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.84601
0.0,0.61538,0.33333,0.22581,0.25,0.75,0.0,0.0,0.0,0.93706
0.0,0.15385,0.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.96757
0.0,0.15385,0.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.97741
0.0,0.61538,1.0,0.48387,0.1,0.9,0.0,0.0,0.0,0.96643
0.0,0.61538,0.33333,0.22581,0.9,0.1,0.0,0.0,0.0,0.30676
0.0,0.07692,0.0,0.03226,0.25,0.75,0.0,0.0,0.0,0.47862
0.0,0.15385,1.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.85634
