,$mon,$osd,$driver,$worker,$read,$write,$container,$object,$size,$<op-read
182,0.0,0.0,0.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
183,0.0,0.15385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03203
184,0.0,0.07692,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.06853
185,0.0,0.23077,0.33333,0.03226,0.1,0.9,0.0,0.0,0.0,0.00462
186,0.0,0.15385,0.33333,0.48387,0.75,0.25,0.0,0.0,0.0,0.20627
187,0.0,0.15385,0.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.00287
189,0.0,1.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.01849
190,0.0,0.23077,0.33333,0.22581,0.1,0.9,0.0,0.0,0.0,0.00753
191,0.0,0.0,0.33333,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
192,0.0,0.07692,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.01351
193,0.0,0.23077,0.33333,0.48387,0.0,1.0,0.0,0.0,0.0,0.0
194,0.0,0.61538,0.0,0.03226,0.25,0.75,0.0,0.0,0.0,0.01031
195,0.0,0.61538,0.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.06483
196,0.0,0.15385,0.33333,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
197,0.0,0.61538,0.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
198,0.0,1.0,1.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.15997
199,0.0,0.15385,1.0,0.48387,0.1,0.9,0.0,0.0,0.0,0.00745
200,0.0,0.0,0.0,0.03226,0.75,0.25,0.0,0.0,0.0,0.03463
201,0.0,0.0,0.33333,0.03226,0.1,0.9,0.0,0.0,0.0,0.00434
202,0.0,0.07692,1.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.00756
203,0.0,0.61538,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.06873
204,0.0,0.23077,0.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.13713
205,0.0,1.0,0.33333,0.48387,0.75,0.25,0.0,0.0,0.0,0.18496
206,0.0,1.0,1.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.06476
207,0.0,0.61538,1.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
208,0.0,0.23077,1.0,0.48387,0.25,0.75,0.0,0.0,0.0,0.02395
209,0.0,0.0,1.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
210,0.0,0.23077,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.06743
211,0.0,0.23077,0.33333,0.22581,0.25,0.75,0.0,0.0,0.0,0.02332
212,0.0,0.07692,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.00636
213,0.0,0.07692,1.0,0.48387,0.5,0.5,0.0,0.0,0.0,0.06922
214,0.0,1.0,0.33333,0.22581,0.25,0.75,0.0,0.0,0.0,0.02208
215,0.0,0.61538,0.0,0.03226,0.75,0.25,0.0,0.0,0.0,0.03424
216,0.0,0.07692,0.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.11845
217,0.0,0.23077,1.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.00813
218,0.0,0.15385,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.00664
219,0.0,0.23077,0.0,0.03226,1.0,0.0,0.0,0.0,0.0,0.07334
220,0.0,0.23077,0.0,0.03226,0.25,0.75,0.0,0.0,0.0,0.01223
221,0.0,0.61538,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.01749
222,0.0,1.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.00256
223,0.0,0.0,1.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.14772
224,0.0,1.0,0.33333,0.09677,0.1,0.9,0.0,0.0,0.0,0.00638
225,0.0,0.61538,0.0,0.03226,0.5,0.5,0.0,0.0,0.0,0.01989
226,0.0,0.15385,1.0,0.48387,0.25,0.75,0.0,0.0,0.0,0.02269
227,0.0,0.0,0.0,0.03226,0.1,0.9,0.0,0.0,0.0,0.00461
228,0.0,0.23077,0.33333,0.09677,0.1,0.9,0.0,0.0,0.0,0.00697
229,0.0,0.61538,1.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
230,0.0,0.15385,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.88311
231,0.0,0.61538,1.0,0.48387,1.0,0.0,0.0,0.0,0.0,0.41299
232,0.0,0.15385,0.0,0.03226,0.0,1.0,0.0,0.0,0.0,0.0
233,0.0,0.15385,0.0,0.03226,0.25,0.75,0.0,0.0,0.0,0.01179
234,0.0,0.15385,1.0,1.0,0.25,0.75,0.0,0.0,0.0,0.02307
235,0.0,0.61538,0.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.00631
236,0.0,1.0,1.0,0.48387,0.75,0.25,0.0,0.0,0.0,0.196
237,0.0,0.23077,1.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
238,0.0,1.0,0.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.13014
239,0.0,0.15385,1.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.34078
240,0.0,1.0,0.33333,0.48387,0.25,0.75,0.0,0.0,0.0,0.02161
241,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.00624
242,0.0,1.0,0.33333,0.03226,0.9,0.1,0.0,0.0,0.0,0.06238
243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
244,0.0,0.61538,0.33333,0.09677,0.1,0.9,0.0,0.0,0.0,0.00624
245,0.0,1.0,0.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.06283
246,0.0,0.61538,1.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.02285
247,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.01808
248,0.0,0.0,0.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.10805
249,0.0,0.23077,0.0,0.03226,0.9,0.1,0.0,0.0,0.0,0.0642
250,0.0,0.61538,1.0,1.0,0.1,0.9,0.0,0.0,0.0,0.00757
251,0.0,0.15385,0.33333,0.03226,0.1,0.9,0.0,0.0,0.0,0.00462
252,0.0,0.15385,1.0,0.48387,0.75,0.25,0.0,0.0,0.0,0.16324
253,0.0,0.07692,1.0,1.0,0.25,0.75,0.0,0.0,0.0,0.02333
254,0.0,1.0,0.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.1901
255,0.0,0.61538,1.0,1.0,0.25,0.75,0.0,0.0,0.0,0.02174
256,0.0,0.61538,0.33333,0.09677,0.9,0.1,0.0,0.0,0.0,0.1107
257,0.0,0.0,1.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.05308
258,0.0,0.61538,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.00561
259,0.0,0.61538,1.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.06579
260,0.0,1.0,0.33333,0.48387,0.0,1.0,0.0,0.0,0.0,0.0
261,0.0,0.23077,0.33333,0.03226,0.75,0.25,0.0,0.0,0.0,0.06627
262,0.0,0.0,1.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.10154
263,0.0,0.15385,1.0,0.48387,0.5,0.5,0.0,0.0,0.0,0.06724
264,0.0,0.07692,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.02901
265,0.0,0.61538,0.33333,0.22581,1.0,0.0,0.0,0.0,0.0,0.22671
266,0.0,0.61538,0.33333,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
267,0.0,0.23077,1.0,0.48387,0.0,1.0,0.0,0.0,0.0,0.0
268,0.0,1.0,0.33333,0.48387,0.1,0.9,0.0,0.0,0.0,0.00762
269,0.0,0.61538,0.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.15105
270,0.0,1.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.00562
271,0.0,0.07692,0.33333,0.09677,0.1,0.9,0.0,0.0,0.0,0.00674
272,0.0,0.61538,0.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.08484
273,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.01129
274,0.0,1.0,0.33333,0.03226,1.0,0.0,0.0,0.0,0.0,0.0745
275,0.0,0.07692,0.33333,0.22581,0.5,0.5,0.0,0.0,0.0,0.06427
276,0.0,0.23077,0.33333,0.03226,0.5,0.5,0.0,0.0,0.0,0.03373
277,0.0,0.61538,0.33333,0.48387,0.9,0.1,0.0,0.0,0.0,0.30284
278,0.0,0.61538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.33333,0.09677,1.0,0.0,0.0,0.0,0.0,0.12617
280,0.0,0.15385,0.0,0.03226,0.5,0.5,0.0,0.0,0.0,0.02709
281,0.0,0.15385,1.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.54278
282,0.0,0.0,1.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.22139
283,0.0,0.07692,0.0,0.03226,0.0,1.0,0.0,0.0,0.0,0.0
284,0.0,1.0,0.33333,0.48387,0.5,0.5,0.0,0.0,0.0,0.069
285,0.0,0.61538,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.00262
286,0.0,0.0,1.0,1.0,0.1,0.9,0.0,0.0,0.0,0.00685
287,0.0,0.07692,1.0,0.48387,0.25,0.75,0.0,0.0,0.0,0.02358
288,0.0,0.61538,0.33333,0.03226,0.1,0.9,0.0,0.0,0.0,0.00419
289,0.0,0.23077,0.33333,0.03226,0.9,0.1,0.0,0.0,0.0,0.1028
290,0.0,0.15385,0.33333,0.09677,0.9,0.1,0.0,0.0,0.0,0.17283
291,0.0,0.23077,0.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.09837
292,0.0,1.0,1.0,0.48387,0.9,0.1,0.0,0.0,0.0,0.35035
293,0.0,0.15385,0.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.04766
294,0.0,0.15385,0.33333,0.22581,0.5,0.5,0.0,0.0,0.0,0.07002
295,0.0,0.0,0.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.0167
296,0.0,0.15385,0.33333,0.48387,0.9,0.1,0.0,0.0,0.0,0.40233
297,0.0,0.61538,0.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.09246
298,0.0,0.15385,0.33333,0.48387,0.25,0.75,0.0,0.0,0.0,0.02363
299,0.0,0.61538,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.01154
300,0.0,0.61538,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
301,0.0,1.0,1.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.13439
303,0.0,0.61538,0.33333,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
304,0.0,0.23077,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.01499
305,0.0,0.07692,0.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.01845
306,0.0,1.0,0.33333,0.03226,0.5,0.5,0.0,0.0,0.0,0.02621
307,0.0,0.0,0.33333,0.03226,0.9,0.1,0.0,0.0,0.0,0.04907
308,0.0,1.0,0.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.08299
309,0.0,0.07692,1.0,0.48387,0.1,0.9,0.0,0.0,0.0,0.00774
310,0.0,0.0,0.33333,0.22581,0.25,0.75,0.0,0.0,0.0,0.02019
