,$mon,$osd,$driver,$worker,$read,$write,$container,$object,$size,$<op-read
311,0.0,0.07692,0.33333,0.22581,0.25,0.75,0.0,0.0,0.0,0.02123
312,0.0,0.15385,0.33333,0.22581,0.1,0.9,0.0,0.0,0.0,0.00725
313,0.0,0.23077,0.33333,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.01997
315,0.0,0.15385,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
316,0.0,1.0,0.33333,0.09677,0.9,0.1,0.0,0.0,0.0,0.133
317,0.0,0.0,1.0,0.48387,0.0,1.0,0.0,0.0,0.0,0.0
318,0.0,0.15385,1.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.00687
319,0.0,0.61538,0.33333,0.48387,0.75,0.25,0.0,0.0,0.0,0.18498
320,0.0,0.61538,0.0,0.03226,0.0,1.0,0.0,0.0,0.0,0.0
321,0.0,0.07692,0.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
322,0.0,0.07692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02774
323,0.0,0.61538,0.33333,0.22581,0.5,0.5,0.0,0.0,0.0,0.06267
324,0.0,0.15385,1.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.0552
325,0.0,0.61538,1.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.0452
326,0.0,1.0,0.0,0.03226,0.0,1.0,0.0,0.0,0.0,0.0
327,0.0,1.0,0.0,0.03226,0.75,0.25,0.0,0.0,0.0,0.03357
328,0.0,0.15385,0.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.00689
329,0.0,1.0,0.33333,0.03226,0.25,0.75,0.0,0.0,0.0,0.01148
330,0.0,1.0,0.33333,0.22581,0.5,0.5,0.0,0.0,0.0,0.06456
331,0.0,0.61538,1.0,1.0,0.9,0.1,0.0,0.0,0.0,0.4681
332,0.0,0.0,0.33333,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
333,0.0,0.23077,0.33333,0.22581,1.0,0.0,0.0,0.0,0.0,0.382
334,0.0,0.15385,0.33333,0.03226,0.75,0.25,0.0,0.0,0.0,0.06279
335,0.0,0.15385,0.33333,0.22581,0.25,0.75,0.0,0.0,0.0,0.02318
336,0.0,0.23077,0.33333,0.48387,0.5,0.5,0.0,0.0,0.0,0.06966
337,0.0,0.23077,1.0,0.48387,0.5,0.5,0.0,0.0,0.0,0.06967
338,0.0,0.23077,0.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
339,0.0,0.0,1.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.1247
340,0.0,0.15385,0.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
341,0.0,0.23077,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
342,0.0,0.23077,1.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.052
343,0.0,0.0,0.33333,0.48387,0.75,0.25,0.0,0.0,0.0,0.13837
344,0.0,0.07692,1.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
345,0.0,0.15385,0.0,0.03226,0.75,0.25,0.0,0.0,0.0,0.0485
346,0.0,0.0,0.33333,0.03226,1.0,0.0,0.0,0.0,0.0,0.06385
347,0.0,0.61538,0.33333,0.03226,0.5,0.5,0.0,0.0,0.0,0.02238
348,0.0,1.0,1.0,1.0,0.25,0.75,0.0,0.0,0.0,0.0224
349,0.0,0.61538,0.33333,0.48387,0.1,0.9,0.0,0.0,0.0,0.00761
350,0.0,1.0,1.0,0.48387,0.5,0.5,0.0,0.0,0.0,0.0656
351,0.0,1.0,1.0,0.48387,0.25,0.75,0.0,0.0,0.0,0.0227
352,0.0,0.23077,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.00253
353,0.0,0.61538,0.33333,0.03226,1.0,0.0,0.0,0.0,0.0,0.07002
354,0.0,0.15385,1.0,0.48387,0.0,1.0,0.0,0.0,0.0,0.0
355,0.0,0.07692,0.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.075
356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02617
357,0.0,0.23077,0.33333,0.48387,0.25,0.75,0.0,0.0,0.0,0.02249
358,0.0,0.07692,0.33333,0.48387,0.25,0.75,0.0,0.0,0.0,0.02251
359,0.0,0.23077,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.00656
360,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.05884
361,0.0,0.23077,1.0,0.48387,0.1,0.9,0.0,0.0,0.0,0.00764
362,0.0,0.23077,1.0,1.0,0.1,0.9,0.0,0.0,0.0,0.00765
363,0.0,0.07692,0.33333,0.09677,0.5,0.5,0.0,0.0,0.0,0.04669
364,0.0,0.07692,0.33333,0.48387,0.5,0.5,0.0,0.0,0.0,0.06657
365,0.0,0.23077,0.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.22594
366,0.0,0.61538,1.0,0.48387,0.75,0.25,0.0,0.0,0.0,0.19365
367,0.0,1.0,1.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.00749
368,0.0,0.23077,1.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.33364
369,0.0,1.0,0.33333,0.09677,0.75,0.25,0.0,0.0,0.0,0.095
370,0.0,0.61538,1.0,1.0,0.75,0.25,0.0,0.0,0.0,0.20364
371,0.0,1.0,1.0,0.48387,0.1,0.9,0.0,0.0,0.0,0.00763
372,0.0,0.61538,1.0,0.48387,0.0,1.0,0.0,0.0,0.0,0.0
373,0.0,0.23077,1.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.12015
374,0.0,1.0,1.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.28083
375,0.0,0.15385,1.0,1.0,0.9,0.1,0.0,0.0,0.0,0.53288
376,0.0,0.0,1.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.06094
377,0.0,1.0,0.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.05952
378,0.0,1.0,1.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.04593
379,0.0,0.15385,0.33333,0.03226,1.0,0.0,0.0,0.0,0.0,0.12832
380,0.0,1.0,0.33333,0.22581,1.0,0.0,0.0,0.0,0.0,0.29268
381,0.0,0.07692,0.33333,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
382,0.0,0.61538,0.33333,0.03226,0.25,0.75,0.0,0.0,0.0,0.0106
383,0.0,0.61538,0.33333,0.09677,0.75,0.25,0.0,0.0,0.0,0.07992
384,0.0,0.61538,0.0,0.03226,1.0,0.0,0.0,0.0,0.0,0.04677
385,0.0,0.0,0.33333,0.48387,0.0,1.0,0.0,0.0,0.0,0.0
386,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
387,0.0,0.15385,1.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.12084
388,0.0,0.07692,0.0,0.03226,0.75,0.25,0.0,0.0,0.0,0.0407
389,0.0,0.15385,0.33333,0.03226,0.9,0.1,0.0,0.0,0.0,0.09558
390,0.0,0.15385,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.03311
391,0.0,0.0,0.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.00681
392,0.0,0.0,0.33333,0.48387,0.5,0.5,0.0,0.0,0.0,0.05718
393,0.0,0.15385,0.33333,0.09677,0.75,0.25,0.0,0.0,0.0,0.10902
394,0.0,0.0,1.0,0.48387,0.25,0.75,0.0,0.0,0.0,0.0208
395,0.0,0.07692,1.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.09368
396,0.0,0.07692,0.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.02298
397,0.0,0.23077,0.33333,0.22581,0.75,0.25,0.0,0.0,0.0,0.16893
398,0.0,0.23077,0.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.04733
399,0.0,0.23077,1.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.32015
400,0.0,0.07692,0.33333,0.22581,0.75,0.25,0.0,0.0,0.0,0.14819
401,0.0,0.07692,0.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.00674
402,0.0,0.15385,1.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.02348
403,0.0,0.0,1.0,1.0,0.25,0.75,0.0,0.0,0.0,0.02097
404,0.0,1.0,0.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.01797
405,0.0,0.15385,0.33333,0.22581,0.75,0.25,0.0,0.0,0.0,0.16764
406,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4272
407,0.0,0.61538,1.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.26593
408,0.0,0.07692,0.33333,0.22581,1.0,0.0,0.0,0.0,0.0,0.33931
409,0.0,0.61538,1.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.18983
410,0.0,1.0,0.33333,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
411,0.0,0.0,0.33333,0.22581,0.9,0.1,0.0,0.0,0.0,0.14664
412,0.0,1.0,0.33333,0.09677,0.5,0.5,0.0,0.0,0.0,0.04642
413,0.0,0.23077,0.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.25234
414,0.0,0.0,0.33333,0.09677,0.5,0.5,0.0,0.0,0.0,0.0372
415,0.0,0.15385,1.0,1.0,0.1,0.9,0.0,0.0,0.0,0.00733
416,0.0,0.15385,1.0,0.48387,1.0,0.0,0.0,0.0,0.0,0.76815
417,0.0,1.0,0.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
418,0.0,0.23077,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.03264
419,0.0,0.23077,0.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.06409
420,0.0,0.07692,1.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
421,0.0,0.15385,0.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.06589
422,0.0,0.61538,0.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.06072
423,0.0,0.07692,0.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.1762
424,0.0,0.0,1.0,0.48387,0.9,0.1,0.0,0.0,0.0,0.22723
425,0.0,1.0,0.0,0.03226,0.1,0.9,0.0,0.0,0.0,0.00426
426,0.0,0.23077,0.33333,0.22581,0.9,0.1,0.0,0.0,0.0,0.29338
427,0.0,0.0,0.33333,0.48387,0.9,0.1,0.0,0.0,0.0,0.21963
428,0.0,0.23077,0.0,0.03226,0.75,0.25,0.0,0.0,0.0,0.04835
429,0.0,0.07692,1.0,0.22581,0.9,0.1,0.0,0.0,0.0,0.26223
430,0.0,0.0,0.33333,0.09677,0.1,0.9,0.0,0.0,0.0,0.00633
431,0.0,0.23077,0.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.01951
432,0.0,0.15385,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.02455
433,0.0,0.07692,1.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.14424
434,0.0,0.0,0.0,0.22581,0.0,1.0,0.0,0.0,0.0,0.0
435,0.0,0.07692,0.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.06192
436,0.0,0.0,1.0,0.48387,0.5,0.5,0.0,0.0,0.0,0.0598
437,0.0,0.23077,1.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.21011
438,0.0,0.15385,1.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.30116
439,0.0,0.23077,0.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.15273
440,0.0,0.0,0.0,0.03226,0.0,1.0,0.0,0.0,0.0,0.0
441,0.0,0.07692,1.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.41563
442,0.0,0.07692,0.33333,0.48387,0.9,0.1,0.0,0.0,0.0,0.29735
443,0.0,0.23077,0.33333,0.48387,0.1,0.9,0.0,0.0,0.0,0.00796
444,0.0,0.23077,0.33333,0.03226,0.25,0.75,0.0,0.0,0.0,0.0129
445,0.0,0.15385,0.33333,0.09677,0.1,0.9,0.0,0.0,0.0,0.00717
446,0.0,1.0,0.33333,0.03226,0.1,0.9,0.0,0.0,0.0,0.00412
447,0.0,0.0,1.0,1.0,0.75,0.25,0.0,0.0,0.0,0.16103
448,0.0,0.07692,0.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.12718
449,0.0,0.0,1.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.03533
450,0.0,0.15385,1.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.20433
451,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.06587
452,0.0,0.07692,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.02232
453,0.0,0.0,1.0,0.48387,0.75,0.25,0.0,0.0,0.0,0.14411
454,0.0,0.0,0.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.06952
455,0.0,1.0,1.0,0.48387,1.0,0.0,0.0,0.0,0.0,0.42759
456,0.0,0.23077,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.02554
457,0.0,0.07692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
458,0.0,0.23077,0.33333,0.48387,0.9,0.1,0.0,0.0,0.0,0.42012
459,0.0,0.15385,0.0,0.09677,0.9,0.1,0.0,0.0,0.0,0.13137
460,0.0,0.0,0.33333,0.48387,0.1,0.9,0.0,0.0,0.0,0.00716
461,0.0,0.07692,0.33333,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
462,0.0,0.15385,1.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.0687
463,0.0,0.61538,0.33333,0.09677,1.0,0.0,0.0,0.0,0.0,0.14095
464,0.0,0.07692,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
465,0.0,0.15385,0.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.14812
466,0.0,0.0,0.33333,0.03226,0.25,0.75,0.0,0.0,0.0,0.01046
467,0.0,0.07692,1.0,0.22581,0.75,0.25,0.0,0.0,0.0,0.1638
468,0.0,0.61538,1.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.00611
469,0.0,1.0,0.33333,0.48387,0.9,0.1,0.0,0.0,0.0,0.37561
470,0.0,0.61538,0.0,0.22581,0.1,0.9,0.0,0.0,0.0,0.00754
471,0.0,1.0,0.33333,0.09677,1.0,0.0,0.0,0.0,0.0,0.17829
472,0.0,0.15385,0.33333,0.22581,0.9,0.1,0.0,0.0,0.0,0.27699
473,0.0,1.0,1.0,0.09677,0.0,1.0,0.0,0.0,0.0,0.0
474,0.0,0.61538,0.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.0222
475,0.0,0.0,0.33333,0.48387,0.25,0.75,0.0,0.0,0.0,0.02025
476,0.0,1.0,1.0,0.09677,0.75,0.25,0.0,0.0,0.0,0.0968
477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
478,0.0,0.23077,1.0,0.48387,0.75,0.25,0.0,0.0,0.0,0.20383
479,0.0,0.0,0.33333,0.48387,1.0,0.0,0.0,0.0,0.0,0.31773
480,0.0,0.61538,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0197
481,0.0,1.0,1.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.1953
482,0.0,0.07692,1.0,0.22581,0.5,0.5,0.0,0.0,0.0,0.06472
483,0.0,0.15385,0.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.25496
484,0.0,0.23077,0.0,0.03226,0.1,0.9,0.0,0.0,0.0,0.00466
485,0.0,1.0,0.0,0.09677,1.0,0.0,0.0,0.0,0.0,0.09073
486,0.0,0.07692,0.33333,0.03226,0.0,1.0,0.0,0.0,0.0,0.0
487,0.0,0.07692,1.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.04876
488,0.0,0.07692,0.33333,0.03226,0.9,0.1,0.0,0.0,0.0,0.06997
489,0.0,0.0,1.0,0.48387,1.0,0.0,0.0,0.0,0.0,0.33677
490,0.0,0.07692,0.0,0.09677,0.5,0.5,0.0,0.0,0.0,0.04285
491,0.0,0.07692,0.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.22267
492,0.0,0.0,0.0,0.22581,0.25,0.75,0.0,0.0,0.0,0.02008
493,0.0,0.23077,0.33333,0.09677,1.0,0.0,0.0,0.0,0.0,0.24767
494,0.0,0.07692,1.0,0.09677,0.25,0.75,0.0,0.0,0.0,0.0186
495,0.0,0.0,0.33333,0.22581,1.0,0.0,0.0,0.0,0.0,0.21922
496,0.0,1.0,0.33333,0.09677,0.25,0.75,0.0,0.0,0.0,0.01834
497,0.0,0.61538,1.0,0.22581,1.0,0.0,0.0,0.0,0.0,0.3125
498,0.0,0.61538,1.0,0.48387,0.5,0.5,0.0,0.0,0.0,0.06705
499,0.0,0.0,0.0,0.09677,0.1,0.9,0.0,0.0,0.0,0.00681
500,0.0,0.15385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
501,0.0,1.0,0.33333,0.22581,0.9,0.1,0.0,0.0,0.0,0.23787
502,0.0,0.23077,0.33333,0.03226,1.0,0.0,0.0,0.0,0.0,0.13428
503,0.0,1.0,0.33333,0.48387,1.0,0.0,0.0,0.0,0.0,0.44003
