,$mon,$osd,$driver,$worker,$read,$write,$container,$object,$size,$<throughput-write
69,0.0,0.66667,1.0,0.42857,0.5,0.5,0.0,0.06667,0.5,0.05339
70,0.0,0.66667,1.0,0.42857,0.5,0.5,1.0,1.0,0.0,0.80486
71,0.0,0.66667,1.0,0.42857,0.5,0.5,0.0,0.06667,1.0,0.05407
72,0.0,0.66667,1.0,1.0,0.25,0.75,0.0,0.06667,1.0,0.05909
73,0.0,0.66667,1.0,1.0,0.5,0.5,0.0,0.06667,1.0,0.06273
74,0.0,0.66667,1.0,1.0,0.5,0.5,0.0,0.06667,0.5,0.05547
75,0.0,0.66667,1.0,1.0,0.25,0.75,0.0,0.06667,0.5,0.05464
76,0.0,0.33333,0.33333,0.14286,0.75,0.25,0.0,0.06667,1.0,0.04036
77,0.0,0.33333,1.0,0.42857,0.25,0.75,0.0,0.06667,0.5,0.04528
78,0.0,1.0,0.0,0.14286,1.0,0.0,0.0,0.0,0.5,0.0
79,0.0,0.66667,0.33333,0.42857,1.0,0.0,0.0,0.0,1.0,0.0
80,0.0,1.0,0.0,0.14286,1.0,0.0,0.0,0.0,1.0,0.0
81,0.0,0.66667,1.0,0.42857,1.0,0.0,0.0,0.0,1.0,0.0
82,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.06667,0.5,0.0303
83,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.06667,1.0,0.03524
84,0.0,0.66667,0.0,0.14286,0.0,1.0,0.0,0.0,0.5,0.05076
85,0.0,0.33333,0.33333,0.42857,0.0,1.0,0.0,0.0,0.5,0.04775
86,0.0,1.0,1.0,0.42857,0.75,0.25,0.0,0.06667,1.0,0.05303
87,0.0,1.0,1.0,0.42857,0.0,1.0,0.0,0.0,0.5,0.05401
88,0.0,0.66667,1.0,0.42857,0.5,0.5,1.0,1.0,1.0,0.5611
89,0.0,0.0,1.0,1.0,0.25,0.75,0.0,0.06667,0.5,0.03031
90,0.0,0.33333,0.33333,0.42857,0.5,0.5,0.0,0.06667,0.5,0.04707
91,0.0,0.33333,0.33333,0.42857,0.5,0.5,0.0,0.06667,1.0,0.0512
92,0.0,0.66667,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0
93,0.0,1.0,0.0,0.14286,0.5,0.5,0.0,0.06667,0.5,0.04403
94,0.0,0.0,0.33333,0.42857,0.25,0.75,0.0,0.06667,1.0,0.03524
95,0.0,0.66667,0.33333,0.42857,0.5,0.5,0.0,0.06667,0.5,0.05435
96,0.0,0.0,1.0,0.42857,1.0,0.0,0.0,0.0,0.5,0.0
97,0.0,0.0,1.0,0.42857,1.0,0.0,0.0,0.0,1.0,0.0
98,0.0,0.33333,1.0,0.42857,0.25,0.75,0.0,0.06667,1.0,0.04996
99,0.0,0.0,0.33333,0.14286,0.5,0.5,0.0,0.06667,1.0,0.03535
100,0.0,0.0,0.33333,0.14286,0.5,0.5,0.0,0.06667,0.5,0.03007
101,0.0,1.0,1.0,1.0,0.75,0.25,0.0,0.06667,0.5,0.0565
102,0.0,1.0,0.0,0.0,0.25,0.75,0.0,0.06667,0.5,0.03959
103,0.0,1.0,0.0,0.0,0.25,0.75,0.0,0.06667,1.0,0.03958
104,0.0,0.0,0.33333,0.42857,1.0,0.0,0.0,0.0,0.5,0.0
105,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04335
106,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0433
107,0.0,0.0,0.33333,0.42857,0.5,0.5,0.0,0.06667,1.0,0.03576
108,0.0,1.0,0.33333,0.42857,0.0,1.0,0.0,0.0,0.5,0.05731
109,0.0,1.0,0.33333,0.42857,0.0,1.0,0.0,0.0,1.0,0.06351
110,0.0,0.66667,0.33333,0.14286,0.75,0.25,0.0,0.06667,0.5,0.03481
111,0.0,0.66667,0.33333,0.14286,0.75,0.25,0.0,0.06667,1.0,0.04196
112,0.0,0.33333,0.33333,0.42857,1.0,0.0,1.0,1.0,0.5,0.0
113,0.0,0.66667,0.33333,0.14286,0.0,1.0,0.0,0.0,1.0,0.04911
114,0.0,0.66667,0.33333,0.14286,0.0,1.0,0.0,0.0,0.5,0.05284
115,0.0,0.66667,1.0,0.42857,0.75,0.25,0.0,0.06667,0.5,0.05131
116,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0
117,0.0,1.0,0.33333,0.14286,1.0,0.0,0.0,0.0,0.5,0.0
118,0.0,1.0,0.33333,0.14286,1.0,0.0,0.0,0.0,1.0,0.0
119,0.0,0.66667,0.0,0.14286,0.75,0.25,0.0,0.06667,1.0,0.02774
120,0.0,1.0,0.33333,0.14286,1.0,0.0,1.0,1.0,0.5,0.0
121,0.0,0.66667,1.0,0.42857,0.0,1.0,0.0,0.0,0.5,0.05717
122,0.0,0.66667,1.0,0.42857,0.0,1.0,0.0,0.0,1.0,0.06682
123,0.0,0.66667,0.33333,0.42857,0.75,0.25,0.0,0.06667,0.5,0.04351
124,0.0,0.66667,0.33333,0.42857,0.75,0.25,0.0,0.06667,1.0,0.04754
125,0.0,0.66667,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06442
126,0.0,1.0,0.33333,0.42857,0.5,0.5,0.0,0.06667,0.5,0.05506
127,0.0,1.0,1.0,0.42857,0.5,0.5,1.0,1.0,0.0,0.86223
128,0.0,1.0,0.0,0.14286,0.5,0.5,0.0,0.06667,1.0,0.04401
129,0.0,0.33333,0.33333,0.42857,0.75,0.25,0.0,0.06667,0.5,0.04322
130,0.0,1.0,0.0,0.14286,0.25,0.75,0.0,0.06667,0.5,0.05102
131,0.0,1.0,1.0,0.42857,0.25,0.75,0.0,0.06667,0.5,0.05614
132,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0
133,0.0,0.0,0.33333,0.14286,1.0,0.0,0.0,0.0,1.0,0.0
134,0.0,0.0,0.33333,0.42857,0.0,1.0,0.0,0.0,0.5,0.0319
135,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.06667,1.0,0.02286
136,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.06667,0.5,0.02033
137,0.0,0.66667,0.33333,0.42857,1.0,0.0,1.0,1.0,0.5,0.0
138,0.0,0.33333,0.33333,0.14286,0.0,1.0,0.0,0.0,0.5,0.04663
139,0.0,0.33333,0.33333,0.14286,0.0,1.0,0.0,0.0,1.0,0.0461
140,0.0,0.66667,1.0,0.42857,0.75,0.25,0.0,0.06667,1.0,0.055
141,0.0,0.66667,0.33333,0.42857,0.0,1.0,0.0,0.0,1.0,0.0582
142,0.0,1.0,1.0,1.0,0.25,0.75,0.0,0.06667,0.5,0.05401
143,0.0,1.0,1.0,1.0,0.25,0.75,0.0,0.06667,1.0,0.0609
144,0.0,0.66667,0.33333,0.42857,0.0,1.0,0.0,0.0,0.5,0.05519
145,0.0,0.66667,0.33333,0.14286,0.25,0.75,0.0,0.06667,1.0,0.05059
146,0.0,0.0,0.33333,0.42857,0.75,0.25,0.0,0.06667,0.5,0.02957
147,0.0,0.0,0.33333,0.42857,0.75,0.25,0.0,0.06667,1.0,0.03531
148,0.0,1.0,0.33333,0.14286,0.0,1.0,0.0,0.0,1.0,0.05288
149,0.0,1.0,1.0,0.42857,0.75,0.25,1.0,1.0,1.0,0.48145
150,0.0,0.33333,0.33333,0.42857,1.0,0.0,0.0,0.0,0.5,0.0
151,0.0,0.33333,0.33333,0.42857,1.0,0.0,0.0,0.0,1.0,0.0
152,0.0,0.66667,1.0,0.42857,0.0,1.0,1.0,1.0,0.0,0.94107
153,0.0,0.66667,1.0,0.42857,0.0,1.0,1.0,1.0,1.0,0.68494
154,0.0,0.33333,0.33333,0.42857,0.0,1.0,0.0,0.0,1.0,0.05112
155,0.0,0.66667,1.0,1.0,0.75,0.25,0.0,0.06667,0.5,0.05314
156,0.0,0.33333,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0
157,0.0,1.0,0.33333,0.42857,0.75,0.25,0.0,0.06667,1.0,0.04794
158,0.0,1.0,0.33333,0.42857,0.75,0.25,0.0,0.06667,0.5,0.04581
159,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
160,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0
161,0.0,0.33333,1.0,0.42857,0.0,1.0,0.0,0.0,1.0,0.05085
162,0.0,0.33333,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.04406
163,0.0,0.33333,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0492
164,0.0,1.0,1.0,0.42857,1.0,0.0,1.0,1.0,0.5,0.0
165,0.0,0.66667,0.0,0.14286,0.5,0.5,0.0,0.06667,0.5,0.04371
166,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.06667,0.5,0.03071
167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.03164
168,0.0,0.33333,0.33333,0.42857,0.25,0.75,0.0,0.06667,0.5,0.04792
169,0.0,0.33333,0.33333,0.42857,0.25,0.75,0.0,0.06667,1.0,0.04735
170,0.0,1.0,1.0,0.42857,0.75,0.25,0.0,0.06667,0.5,0.05283
171,0.0,0.66667,1.0,0.42857,1.0,0.0,1.0,1.0,1.0,0.0
172,0.0,0.33333,0.33333,0.14286,0.75,0.25,0.0,0.06667,0.5,0.03466
173,0.0,0.33333,1.0,1.0,0.75,0.25,0.0,0.06667,1.0,0.0505
174,0.0,1.0,0.33333,0.42857,0.5,0.5,0.0,0.06667,1.0,0.05522
175,0.0,1.0,0.33333,0.42857,0.25,0.75,0.0,0.06667,0.5,0.0531
176,0.0,1.0,0.33333,0.42857,0.25,0.75,0.0,0.06667,1.0,0.05851
177,0.0,0.66667,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.05477
178,0.0,1.0,0.33333,0.14286,0.25,0.75,0.0,0.06667,0.5,0.05109
179,0.0,1.0,0.33333,0.14286,0.25,0.75,0.0,0.06667,1.0,0.05074
180,0.0,0.66667,0.33333,0.14286,1.0,0.0,0.0,0.0,1.0,0.0
181,0.0,0.66667,0.33333,0.14286,1.0,0.0,0.0,0.0,0.5,0.0
182,0.0,0.66667,1.0,0.42857,1.0,0.0,0.0,0.0,0.5,0.0
183,0.0,0.66667,1.0,0.42857,0.75,0.25,1.0,1.0,1.0,0.46089
184,0.0,0.33333,1.0,1.0,0.25,0.75,0.0,0.06667,0.5,0.04395
185,0.0,0.66667,1.0,0.42857,0.75,0.25,1.0,1.0,0.0,0.56458
186,0.0,0.0,0.33333,0.14286,1.0,0.0,0.0,0.0,0.5,0.0
187,0.0,0.66667,0.33333,0.42857,1.0,0.0,0.0,0.0,0.5,0.0
188,0.0,1.0,1.0,0.42857,1.0,0.0,0.0,0.0,1.0,0.0
189,0.0,0.66667,1.0,0.42857,0.25,0.75,1.0,1.0,0.0,0.89942
190,0.0,0.66667,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0
191,0.0,1.0,0.33333,0.14286,0.75,0.25,0.0,0.06667,1.0,0.04194
192,0.0,1.0,0.33333,0.14286,0.75,0.25,0.0,0.06667,0.5,0.03603
193,0.0,0.66667,1.0,0.42857,0.25,0.75,1.0,1.0,1.0,0.59384
194,0.0,0.66667,0.33333,0.42857,0.25,0.75,0.0,0.06667,1.0,0.04934
195,0.0,0.66667,0.33333,0.42857,0.25,0.75,0.0,0.06667,0.5,0.05448
196,0.0,0.66667,1.0,0.42857,0.25,0.75,0.0,0.06667,0.5,0.05704
197,0.0,0.0,1.0,0.42857,0.0,1.0,0.0,0.0,1.0,0.04095
198,0.0,1.0,1.0,0.42857,0.0,1.0,0.0,0.0,1.0,0.06294
199,0.0,0.0,0.33333,0.14286,0.25,0.75,0.0,0.06667,1.0,0.03755
200,0.0,0.0,0.33333,0.14286,0.25,0.75,0.0,0.06667,0.5,0.03303
201,0.0,0.66667,0.0,0.14286,1.0,0.0,0.0,0.0,0.5,0.0
202,0.0,0.66667,0.0,0.14286,1.0,0.0,0.0,0.0,1.0,0.0
203,0.0,0.33333,1.0,0.42857,0.5,0.5,0.0,0.06667,0.5,0.0495
204,0.0,0.0,0.33333,0.42857,0.5,0.5,0.0,0.06667,0.5,0.03175
205,0.0,0.66667,0.0,0.14286,0.0,1.0,0.0,0.0,1.0,0.05143
206,0.0,1.0,1.0,0.42857,0.25,0.75,0.0,0.06667,1.0,0.05997
207,0.0,0.66667,1.0,1.0,0.75,0.25,0.0,0.06667,1.0,0.05465
208,0.0,0.0,0.33333,0.42857,1.0,0.0,1.0,1.0,0.5,0.0
209,0.0,0.0,1.0,1.0,0.25,0.75,0.0,0.06667,1.0,0.03945
210,0.0,0.33333,0.33333,0.14286,0.25,0.75,0.0,0.06667,0.5,0.04357
211,0.0,0.33333,0.33333,0.14286,0.25,0.75,0.0,0.06667,1.0,0.04805
212,0.0,0.33333,1.0,1.0,0.5,0.5,0.0,0.06667,0.5,0.04395
213,0.0,0.33333,1.0,1.0,0.5,0.5,0.0,0.06667,1.0,0.05036
214,0.0,0.66667,0.0,0.0,0.75,0.25,0.0,0.06667,1.0,0.02357
215,0.0,0.0,0.33333,0.14286,0.0,1.0,0.0,0.0,1.0,0.03723
216,0.0,0.0,0.33333,0.14286,0.0,1.0,0.0,0.0,0.5,0.03275
217,0.0,0.66667,0.0,0.14286,0.5,0.5,0.0,0.06667,1.0,0.04312
218,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.06667,0.5,0.05823
219,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.06667,1.0,0.0641
220,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0
221,0.0,0.33333,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0
222,0.0,0.33333,1.0,1.0,0.25,0.75,0.0,0.06667,1.0,0.04865
