$mon,$osd,$driver,$worker,$read,$write,$container,$object,$size,$<op-write
1,10,1,1,90,10,16,4096,0,33.475
1,4,2,4,0,100,16,4096,0,58.1458333333
1,8,4,4,10,90,16,4096,0,52.0147222222
1,8,1,8,25,75,16,4096,0,93.5408333333
1,4,4,16,25,75,16,4096,0,194.6222222222
1,10,4,4,10,90,16,4096,0,55.251666666700004
1,10,2,16,90,10,16,4096,0,72.5838888889
1,30,4,8,50,50,16,4096,0,85.76777777779999
1,8,2,2,0,100,16,4096,0,39.512777777800004
1,8,4,8,10,90,16,4096,0,98.0802777778
1,20,2,16,0,100,16,4096,0,203.4244444444
1,30,4,16,25,75,16,4096,0,199.43888888889998
1,20,2,2,25,75,16,4096,0,39.3047222222
1,4,1,1,25,75,16,4096,0,31.500833333299997
1,4,2,2,10,90,16,4096,0,36.4944444444
1,30,4,8,90,10,16,4096,0,42.4880555556
1,8,4,8,0,100,16,4096,0,104.43527777780001
1,30,4,32,90,10,16,4096,0,220.1911111111
1,20,4,4,75,25,16,4096,0,40.9197222222
1,10,1,2,25,75,16,4096,0,38.3052777778
1,4,2,16,75,25,16,4096,0,125.6411111111
1,30,4,32,25,75,16,4096,0,411.5477777778
1,10,4,8,75,25,16,4096,0,70.2138888889
1,8,2,2,90,10,16,4096,0,32.1755555556
1,10,4,4,50,50,16,4096,0,51.6766666667
