$mon,$osd,$driver,$worker,$read,$write,$container,$object,$size,$<op-write
1,4,4,16,25,75,16,4096,0,194.6222222222
1,30,4,16,0,100,16,4096,0,207.4936111111
1,4,1,2,90,10,16,4096,0,28.8838888889
1,30,2,2,50,50,16,4096,0,37.0105555556
1,10,4,4,75,25,16,4096,0,46.535
1,30,1,4,100,0,16,4096,0,0
1,20,4,8,0,100,16,4096,0,101.1930555556
1,10,2,16,25,75,16,4096,0,202.6977777778
1,4,4,4,50,50,16,4096,0,45.8977777778
1,30,2,4,75,25,16,4096,0,40.5688888889
1,30,4,16,75,25,16,4096,0,142.33
1,20,2,8,10,90,16,4096,0,102.8144444444
1,6,4,16,50,50,16,4096,0,175.2925
1,4,2,16,75,25,16,4096,0,125.6411111111
1,20,1,2,50,50,16,4096,0,34.4788888889
1,30,1,4,50,50,16,4096,0,42.2897222222
1,10,2,2,10,90,16,4096,0,40.3894444444
1,4,1,8,0,100,16,4096,0,115.2383333333
1,30,2,2,0,100,16,4096,0,42.7583333333
1,6,4,32,75,25,16,4096,0,261.6769444444
1,6,1,4,75,25,16,4096,0,41.1769444444
1,4,1,8,75,25,16,4096,0,419.3435135135
1,8,4,4,50,50,16,4096,0,49.1025
1,6,2,16,0,100,16,4096,0,203.9886486486
1,10,1,8,10,90,16,4096,0,100.3075
1,8,4,32,50,50,16,4096,0,344.7791891892
1,10,2,16,0,100,16,4096,0,207.9902777778
1,6,2,4,25,75,16,4096,0,52.1
1,6,4,32,90,10,16,4096,0,141.4647222222
1,30,1,8,25,75,16,4096,0,92.8747222222
1,8,1,8,10,90,16,4096,0,97.4622222222
1,6,4,8,90,10,16,4096,0,50.1269444444
1,10,2,16,90,10,16,4096,0,72.5838888889
1,10,4,16,100,0,16,4096,0,0
1,4,4,4,10,90,16,4096,0,53.0527777778
1,30,4,4,90,10,16,4096,0,38.0819444444
1,10,1,2,50,50,16,4096,0,35.6116666667
1,10,1,1,75,25,16,4096,0,30.6294444444
1,8,4,8,50,50,16,4096,0,86.0141666667
1,6,4,4,10,90,16,4096,0,53.2572222222
1,20,4,4,0,100,16,4096,0,60.7775
1,4,2,16,50,50,16,4096,0,169.1833333333
1,6,4,16,90,10,16,4096,0,79.0372222222
1,20,1,8,50,50,16,4096,0,79.0844444444
1,4,4,16,50,50,16,4096,0,164.0047222222
1,30,4,32,75,25,16,4096,0,332.9732432432
1,6,1,4,25,75,16,4096,0,48.6994444444
1,6,2,2,0,100,16,4096,0,38.51
1,6,1,1,75,25,16,4096,0,30.8708333333
1,4,1,1,25,75,16,4096,0,31.5008333333
1,4,1,4,90,10,16,4096,0,35.1891666667
1,20,4,32,0,100,16,4096,0,412.5836111111
1,30,1,8,100,0,16,4096,0,0
1,8,2,2,100,0,16,4096,0,0
1,4,4,8,25,75,16,4096,0,94.3697222222
1,4,1,1,90,10,16,4096,0,30.3363888889
1,8,4,8,25,75,16,4096,0,98.6330555556
1,10,4,8,90,10,16,4096,0,49.9186111111
1,30,2,2,100,0,16,4096,0,0
